"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"19890","QTSZ02","HOLLAND DRIVE","QTSZ09","SINGAPORE POLYTECHNIC",7821
"20034","QTSZ03","COMMONWEALTH","QTSZ09","SINGAPORE POLYTECHNIC",1949
"20174","QTSZ04","TANGLIN HALT","QTSZ09","SINGAPORE POLYTECHNIC",10626
"20274","QTSZ05","MARGARET DRIVE","QTSZ09","SINGAPORE POLYTECHNIC",781
"20412","QTSZ06","MEI CHIN","QTSZ09","SINGAPORE POLYTECHNIC",3406
"20531","QTSZ07","QUEENSWAY","QTSZ09","SINGAPORE POLYTECHNIC",1430
"20676","QTSZ08","ONE NORTH","QTSZ09","SINGAPORE POLYTECHNIC",17623
"20843","QTSZ09","SINGAPORE POLYTECHNIC","QTSZ09","SINGAPORE POLYTECHNIC",113542
"20962","QTSZ10","DOVER","QTSZ09","SINGAPORE POLYTECHNIC",167475
"21089","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","QTSZ09","SINGAPORE POLYTECHNIC",1882
"21179","QTSZ12","KENT RIDGE","QTSZ09","SINGAPORE POLYTECHNIC",1925
"21310","QTSZ13","PASIR PANJANG 1","QTSZ09","SINGAPORE POLYTECHNIC",77
"21438","QTSZ14","PASIR PANJANG 2","QTSZ09","SINGAPORE POLYTECHNIC",924
"21553","QTSZ15","PORT","QTSZ09","SINGAPORE POLYTECHNIC",132
"21693","RCSZ01","FARRER PARK","QTSZ09","SINGAPORE POLYTECHNIC",621
"21774","RCSZ02","LITTLE INDIA","QTSZ09","SINGAPORE POLYTECHNIC",11
"21878","RCSZ03","SUNGEI ROAD","QTSZ09","SINGAPORE POLYTECHNIC",118
"22313","RCSZ09","BENCOOLEN","QTSZ09","SINGAPORE POLYTECHNIC",31
"22495","RCSZ10","VICTORIA","QTSZ09","SINGAPORE POLYTECHNIC",439
"22630","RVSZ01","ONE TREE HILL","QTSZ09","SINGAPORE POLYTECHNIC",517
"22693","RVSZ02","PATERSON","QTSZ09","SINGAPORE POLYTECHNIC",176
"22973","SBSZ03","SEMBAWANG CENTRAL","QTSZ09","SINGAPORE POLYTECHNIC",5578
"23271","SESZ02","RIVERVALE","QTSZ09","SINGAPORE POLYTECHNIC",1047
"23432","SESZ03","SENGKANG TOWN CENTRE","QTSZ09","SINGAPORE POLYTECHNIC",3026
"23567","SESZ04","ANCHORVALE","QTSZ09","SINGAPORE POLYTECHNIC",363
"23713","SESZ05","COMPASSVALE","QTSZ09","SINGAPORE POLYTECHNIC",1818
"23851","SESZ06","FERNVALE","QTSZ09","SINGAPORE POLYTECHNIC",725
"24158","SGSZ04","SERANGOON GARDEN","QTSZ09","SINGAPORE POLYTECHNIC",3179
"24293","SGSZ05","LORONG CHUAN","QTSZ09","SINGAPORE POLYTECHNIC",641
"24471","SGSZ06","SERANGOON CENTRAL","QTSZ09","SINGAPORE POLYTECHNIC",4733
"24599","SGSZ07","UPPER PAYA LEBAR","QTSZ09","SINGAPORE POLYTECHNIC",11
"24777","SKSZ02","TURF CLUB","QTSZ09","SINGAPORE POLYTECHNIC",994
"25183","SRSZ02","CLARKE QUAY","QTSZ09","SINGAPORE POLYTECHNIC",44
"25281","SRSZ03","BOAT QUAY","QTSZ09","SINGAPORE POLYTECHNIC",154
"25357","SVSZ01","STRAITS VIEW","QTSZ09","SINGAPORE POLYTECHNIC",6
"25589","TMSZ02","TAMPINES EAST","QTSZ09","SINGAPORE POLYTECHNIC",4632
"25750","TMSZ03","TAMPINES WEST","QTSZ09","SINGAPORE POLYTECHNIC",179
"25904","TMSZ04","SIMEI","QTSZ09","SINGAPORE POLYTECHNIC",1499
"26030","TMSZ05","XILIN","QTSZ09","SINGAPORE POLYTECHNIC",8
"26194","TNSZ01","NASSIM","QTSZ09","SINGAPORE POLYTECHNIC",448
"26331","TNSZ02","CHATSWORTH","QTSZ09","SINGAPORE POLYTECHNIC",385
"26419","TNSZ03","RIDOUT","QTSZ09","SINGAPORE POLYTECHNIC",3355
"26549","TNSZ04","TYERSALL","QTSZ09","SINGAPORE POLYTECHNIC",1111
"26713","TPSZ01","TOA PAYOH WEST","QTSZ09","SINGAPORE POLYTECHNIC",1727
"26919","TPSZ02","TOA PAYOH CENTRAL","QTSZ09","SINGAPORE POLYTECHNIC",1520
"27112","TPSZ04","BOON TECK","QTSZ09","SINGAPORE POLYTECHNIC",121
"27182","TPSZ05","LORONG 8 TOA PAYOH","QTSZ09","SINGAPORE POLYTECHNIC",561
"27411","TPSZ09","POTONG PASIR","QTSZ09","SINGAPORE POLYTECHNIC",532
"27549","TPSZ10","BIDADARI","QTSZ09","SINGAPORE POLYTECHNIC",536
"27770","TPSZ12","JOO SENG","QTSZ09","SINGAPORE POLYTECHNIC",182
"27903","TSSZ02","TUAS PROMENADE","QTSZ09","SINGAPORE POLYTECHNIC",34
"28022","TSSZ03","TUAS NORTH","QTSZ09","SINGAPORE POLYTECHNIC",48
"28219","WDSZ01","WOODLANDS REGIONAL CENTRE","QTSZ09","SINGAPORE POLYTECHNIC",6500
"28408","WDSZ03","WOODLANDS EAST","QTSZ09","SINGAPORE POLYTECHNIC",7214
"28661","WDSZ06","WOODLANDS WEST","QTSZ09","SINGAPORE POLYTECHNIC",3029
"29326","YSSZ08","KHATIB","QTSZ09","SINGAPORE POLYTECHNIC",2655
"29469","YSSZ09","YISHUN WEST","QTSZ09","SINGAPORE POLYTECHNIC",4433
"113","AMSZ01","ANG MO KIO TOWN CENTRE","QTSZ10","DOVER",22
"387","AMSZ03","CHONG BOON","QTSZ10","DOVER",682
"490","AMSZ04","TOWNSVILLE","QTSZ10","DOVER",1892
"1751","BDSZ04","BEDOK NORTH","QTSZ10","DOVER",154
"1908","BDSZ05","FRANKEL","QTSZ10","DOVER",88
"2065","BDSZ06","BEDOK SOUTH","QTSZ10","DOVER",22
"2184","BDSZ07","SIGLAP","QTSZ10","DOVER",231
"2803","BKSZ05","HILLVIEW","QTSZ10","DOVER",8558
"3103","BKSZ08","BUKIT BATOK EAST","QTSZ10","DOVER",7898
"3186","BKSZ09","BUKIT BATOK SOUTH","QTSZ10","DOVER",4950
"3390","BMSZ01","MARITIME SQUARE","QTSZ10","DOVER",6831
"3556","BMSZ02","BUKIT MERAH","QTSZ10","DOVER",2343
"3715","BMSZ03","REDHILL","QTSZ10","DOVER",7843
"3887","BMSZ04","TIONG BAHRU STATION","QTSZ10","DOVER",4906
"4074","BMSZ05","SINGAPORE GENERAL HOSPITAL","QTSZ10","DOVER",154
"4278","BMSZ07","ALEXANDRA HILL","QTSZ10","DOVER",21241
"4404","BMSZ08","HENDERSON HILL","QTSZ10","DOVER",3784
"4525","BMSZ09","BUKIT HO SWEE","QTSZ10","DOVER",110
"4616","BMSZ10","TIONG BAHRU","QTSZ10","DOVER",2706
"4716","BMSZ11","KAMPONG TIONG BAHRU","QTSZ10","DOVER",6391
"5146","BMSZ16","EVERTON PARK","QTSZ10","DOVER",5357
"5251","BMSZ17","CITY TERMINALS","QTSZ10","DOVER",1771
"5746","BPSZ04","BANGKIT","QTSZ10","DOVER",2651
"5908","BPSZ05","JELEBU","QTSZ10","DOVER",6006
"6066","BPSZ06","DAIRY FARM","QTSZ10","DOVER",363
"6372","BSSZ01","UPPER THOMSON","QTSZ10","DOVER",363
"6520","BSSZ02","MARYMOUNT","QTSZ10","DOVER",1045
"7147","BTSZ03","HOLLAND ROAD","QTSZ10","DOVER",85701
"7415","BTSZ06","CORONATION ROAD","QTSZ10","DOVER",7557
"7578","BTSZ07","LEEDON PARK","QTSZ10","DOVER",2860
"7844","CCSZ01","CENTRAL WATER CATCHMENT","QTSZ10","DOVER",121
"8631","CLSZ01","TOH TUCK","QTSZ10","DOVER",7227
"8747","CLSZ03","FABER","QTSZ10","DOVER",12683
"8881","CLSZ04","CLEMENTI NORTH","QTSZ10","DOVER",59620
"9110","CLSZ06","CLEMENTI CENTRAL","QTSZ10","DOVER",116941
"9243","CLSZ07","CLEMENTI WOODS","QTSZ10","DOVER",26697
"9446","DTSZ01","BUGIS","QTSZ10","DOVER",396
"9636","DTSZ02","CITY HALL","QTSZ10","DOVER",154
"9818","DTSZ03","MARINA CENTRE","QTSZ10","DOVER",44
"10082","DTSZ06","CLIFFORD PIER","QTSZ10","DOVER",22
"10226","DTSZ08","CECIL","QTSZ10","DOVER",88
"10608","DTSZ11","CENTRAL SUBZONE","QTSZ10","DOVER",143
"10758","DTSZ12","BAYFRONT SUBZONE","QTSZ10","DOVER",220
"10877","GLSZ01","KALLANG WAY","QTSZ10","DOVER",231
"11034","GLSZ02","MACPHERSON","QTSZ10","DOVER",440
"11416","GLSZ04","ALJUNIED","QTSZ10","DOVER",33
"11618","GLSZ05","GEYLANG EAST","QTSZ10","DOVER",198
"11806","HGSZ01","HOUGANG CENTRAL","QTSZ10","DOVER",88
"11933","HGSZ02","KANGKAR","QTSZ10","DOVER",33
"12026","HGSZ03","HOUGANG EAST","QTSZ10","DOVER",165
"12125","HGSZ04","HOUGANG WEST","QTSZ10","DOVER",737
"12345","HGSZ06","KOVAN","QTSZ10","DOVER",33
"12614","HGSZ09","DEFU INDUSTRIAL PARK","QTSZ10","DOVER",77
"12717","JESZ01","YUHUA WEST","QTSZ10","DOVER",9493
"12806","JESZ02","YUHUA EAST","QTSZ10","DOVER",7821
"12882","JESZ03","TOH GUAN","QTSZ10","DOVER",2871
"13177","JESZ05","JURONG GATEWAY","QTSZ10","DOVER",23936
"13298","JESZ06","INTERNATIONAL BUSINESS PARK","QTSZ10","DOVER",10593
"13518","JWSZ02","BOON LAY PLACE","QTSZ10","DOVER",3641
"13601","JWSZ03","HONG KAH","QTSZ10","DOVER",9757
"13974","JWSZ09","JURONG WEST CENTRAL","QTSZ10","DOVER",1452
"14153","KLSZ01","BENDEMEER","QTSZ10","DOVER",319
"14324","KLSZ02","GEYLANG BAHRU","QTSZ10","DOVER",11
"14640","KLSZ04","KAMPONG BUGIS","QTSZ10","DOVER",55
"14778","KLSZ05","TANJONG RHU","QTSZ10","DOVER",66
"14954","KLSZ06","LAVENDER","QTSZ10","DOVER",55
"15117","KLSZ07","KAMPONG JAVA","QTSZ10","DOVER",22
"15464","KLSZ09","CRAWFORD","QTSZ10","DOVER",176
"15647","MPSZ01","MOUNTBATTEN","QTSZ10","DOVER",110
"15740","MPSZ02","KATONG","QTSZ10","DOVER",33
"15850","MPSZ03","MARINE PARADE","QTSZ10","DOVER",275
"16034","MUSZ01","DHOBY GHAUT","QTSZ10","DOVER",132
"16313","MUSZ03","BRAS BASAH","QTSZ10","DOVER",33
"16783","NVSZ01","BALESTIER","QTSZ10","DOVER",1980
"16935","NVSZ02","MOULMEIN","QTSZ10","DOVER",33
"17086","NVSZ03","MALCOLM","QTSZ10","DOVER",374
"17197","NVSZ04","DUNEARN","QTSZ10","DOVER",176
"17287","NVSZ05","MOUNT PLEASANT","QTSZ10","DOVER",99
"17473","ORSZ02","BOULEVARD","QTSZ10","DOVER",462
"17666","ORSZ03","SOMERSET","QTSZ10","DOVER",550
"18114","OTSZ03","CHINATOWN","QTSZ10","DOVER",1309
"18250","OTSZ04","CHINA SQUARE","QTSZ10","DOVER",737
"19891","QTSZ02","HOLLAND DRIVE","QTSZ10","DOVER",15950
"20175","QTSZ04","TANGLIN HALT","QTSZ10","DOVER",52074
"20275","QTSZ05","MARGARET DRIVE","QTSZ10","DOVER",385
"20532","QTSZ07","QUEENSWAY","QTSZ10","DOVER",4862
"20677","QTSZ08","ONE NORTH","QTSZ10","DOVER",108086
"20844","QTSZ09","SINGAPORE POLYTECHNIC","QTSZ10","DOVER",192973
"20963","QTSZ10","DOVER","QTSZ10","DOVER",79299
"21090","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","QTSZ10","DOVER",1991
"21180","QTSZ12","KENT RIDGE","QTSZ10","DOVER",7315
"21439","QTSZ14","PASIR PANJANG 2","QTSZ10","DOVER",1111
"21694","RCSZ01","FARRER PARK","QTSZ10","DOVER",33
"21879","RCSZ03","SUNGEI ROAD","QTSZ10","DOVER",22
"22079","RCSZ05","KAMPONG GLAM","QTSZ10","DOVER",209
"22496","RCSZ10","VICTORIA","QTSZ10","DOVER",66
"22631","RVSZ01","ONE TREE HILL","QTSZ10","DOVER",748
"22694","RVSZ02","PATERSON","QTSZ10","DOVER",440
"22746","RVSZ03","LEONIE HILL","QTSZ10","DOVER",33
"24159","SGSZ04","SERANGOON GARDEN","QTSZ10","DOVER",330
"24472","SGSZ06","SERANGOON CENTRAL","QTSZ10","DOVER",187
"24600","SGSZ07","UPPER PAYA LEBAR","QTSZ10","DOVER",11
"25282","SRSZ03","BOAT QUAY","QTSZ10","DOVER",418
"26195","TNSZ01","NASSIM","QTSZ10","DOVER",363
"26332","TNSZ02","CHATSWORTH","QTSZ10","DOVER",187
"26420","TNSZ03","RIDOUT","QTSZ10","DOVER",2035
"26550","TNSZ04","TYERSALL","QTSZ10","DOVER",528
"26920","TPSZ02","TOA PAYOH CENTRAL","QTSZ10","DOVER",121
"27113","TPSZ04","BOON TECK","QTSZ10","DOVER",209
"27183","TPSZ05","LORONG 8 TOA PAYOH","QTSZ10","DOVER",209
"27643","TPSZ11","SENNETT","QTSZ10","DOVER",11
"28220","WDSZ01","WOODLANDS REGIONAL CENTRE","QTSZ10","DOVER",605
"28540","WDSZ05","WOODGROVE","QTSZ10","DOVER",495
"260","AMSZ02","CHENG SAN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5988
"979","AMSZ10","YIO CHU KANG","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2139
"1281","BDSZ01","KAKI BUKIT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2860
"1426","BDSZ02","BEDOK RESERVOIR","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1370
"1576","BDSZ03","KEMBANGAN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1232
"1752","BDSZ04","BEDOK NORTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3079
"1909","BDSZ05","FRANKEL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",473
"2066","BDSZ06","BEDOK SOUTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1846
"2185","BDSZ07","SIGLAP","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",55
"2283","BDSZ08","BAYSHORE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",451
"2416","BKSZ01","GOMBAK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",14978
"2504","BKSZ02","HONG KAH NORTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",9152
"2683","BKSZ04","GUILIN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4135
"2977","BKSZ07","BUKIT BATOK CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",17067
"3187","BKSZ09","BUKIT BATOK SOUTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3465
"3391","BMSZ01","MARITIME SQUARE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",12918
"3557","BMSZ02","BUKIT MERAH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",6864
"3716","BMSZ03","REDHILL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5380
"3888","BMSZ04","TIONG BAHRU STATION","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4543
"4075","BMSZ05","SINGAPORE GENERAL HOSPITAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",185
"4279","BMSZ07","ALEXANDRA HILL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",20075
"4405","BMSZ08","HENDERSON HILL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1364
"4617","BMSZ10","TIONG BAHRU","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",649
"4717","BMSZ11","KAMPONG TIONG BAHRU","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",8877
"5147","BMSZ16","EVERTON PARK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1397
"5252","BMSZ17","CITY TERMINALS","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",286
"5369","BPSZ01","SENJA","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",28
"5491","BPSZ02","SAUJANA","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",161
"5608","BPSZ03","FAJAR","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",60
"5747","BPSZ04","BANGKIT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",64
"5909","BPSZ05","JELEBU","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",28
"6067","BPSZ06","DAIRY FARM","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",693
"6213","BPSZ07","NATURE RESERVE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2099
"6373","BSSZ01","UPPER THOMSON","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",6224
"6672","BSSZ03","BISHAN EAST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",11373
"6858","BTSZ01","ANAK BUKIT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1801
"7148","BTSZ03","HOLLAND ROAD","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",75300
"7416","BTSZ06","CORONATION ROAD","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5905
"7579","BTSZ07","LEEDON PARK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",8511
"7724","BTSZ08","FARRER COURT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3315
"8059","CHSZ03","CHANGI AIRPORT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",183
"8212","CKSZ01","TECK WHYE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2749
"8393","CKSZ03","CHOA CHU KANG CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",16148
"8550","CKSZ06","YEW TEE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",6322
"8632","CLSZ01","TOH TUCK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4521
"8748","CLSZ03","FABER","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",627
"8882","CLSZ04","CLEMENTI NORTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",127239
"9111","CLSZ06","CLEMENTI CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",255970
"9244","CLSZ07","CLEMENTI WOODS","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",44165
"9292","CLSZ08","CLEMENTI WEST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",11
"9447","DTSZ01","BUGIS","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",923
"9637","DTSZ02","CITY HALL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",275
"9819","DTSZ03","MARINA CENTRE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",217
"9967","DTSZ05","RAFFLES PLACE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",133
"10083","DTSZ06","CLIFFORD PIER","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",33
"10227","DTSZ08","CECIL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",550
"10361","DTSZ09","TANJONG PAGAR","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",396
"10609","DTSZ11","CENTRAL SUBZONE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",476
"10759","DTSZ12","BAYFRONT SUBZONE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",67
"10878","GLSZ01","KALLANG WAY","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2211
"11035","GLSZ02","MACPHERSON","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3003
"11218","GLSZ03","KAMPONG UBI","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",855
"11417","GLSZ04","ALJUNIED","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4666
"11619","GLSZ05","GEYLANG EAST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4382
"11807","HGSZ01","HOUGANG CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",6873
"11934","HGSZ02","KANGKAR","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",572
"12346","HGSZ06","KOVAN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2776
"12615","HGSZ09","DEFU INDUSTRIAL PARK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1881
"12807","JESZ02","YUHUA EAST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1397
"12883","JESZ03","TOH GUAN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",16148
"12995","JESZ04","LAKESIDE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1427
"13178","JESZ05","JURONG GATEWAY","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4399
"13299","JESZ06","INTERNATIONAL BUSINESS PARK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",44
"13386","JESZ08","TEBAN GARDENS","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1562
"13717","JWSZ04","TAMAN JURONG","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",7339
"13975","JWSZ09","JURONG WEST CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",14585
"14154","KLSZ01","BENDEMEER","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4190
"14325","KLSZ02","GEYLANG BAHRU","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",344
"14490","KLSZ03","BOON KENG","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1134
"14641","KLSZ04","KAMPONG BUGIS","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",572
"14779","KLSZ05","TANJONG RHU","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",325
"14955","KLSZ06","LAVENDER","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1190
"15118","KLSZ07","KAMPONG JAVA","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",269
"15284","KLSZ08","KALLANG BAHRU","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",46
"15465","KLSZ09","CRAWFORD","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",195
"15648","MPSZ01","MOUNTBATTEN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",44
"15741","MPSZ02","KATONG","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",187
"15851","MPSZ03","MARINE PARADE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",946
"16035","MUSZ01","DHOBY GHAUT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",374
"16314","MUSZ03","BRAS BASAH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",62
"16584","NTSZ03","NEWTON CIRCUS","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1199
"16784","NVSZ01","BALESTIER","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",7777
"16936","NVSZ02","MOULMEIN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",324
"17087","NVSZ03","MALCOLM","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1309
"17474","ORSZ02","BOULEVARD","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",130
"17667","ORSZ03","SOMERSET","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",213
"17943","OTSZ02","PEOPLE'S PARK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1122
"18115","OTSZ03","CHINATOWN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1698
"18251","OTSZ04","CHINA SQUARE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",257
"18354","PGSZ01","NORTHSHORE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5
"18470","PGSZ02","PUNGGOL TOWN CENTRE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",442
"18610","PGSZ03","MATILDA","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5004
"18755","PGSZ04","PUNGGOL FIELD","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2174
"18888","PGSZ05","WATERWAY EAST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1637
"19110","PNSZ01","JOO KOON","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",448
"19220","PNSZ02","GUL CIRCLE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",60
"19449","PRSZ03","PASIR RIS CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3408
"19892","QTSZ02","HOLLAND DRIVE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",21890
"20035","QTSZ03","COMMONWEALTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2797
"20176","QTSZ04","TANGLIN HALT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",24211
"20413","QTSZ06","MEI CHIN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3039
"20533","QTSZ07","QUEENSWAY","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",968
"20678","QTSZ08","ONE NORTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",72983
"20845","QTSZ09","SINGAPORE POLYTECHNIC","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",30344
"20964","QTSZ10","DOVER","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",48884
"21091","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",122584
"21181","QTSZ12","KENT RIDGE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",11033
"21311","QTSZ13","PASIR PANJANG 1","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",28680
"21440","QTSZ14","PASIR PANJANG 2","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1584
"21554","QTSZ15","PORT","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1453
"21695","RCSZ01","FARRER PARK","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3036
"21880","RCSZ03","SUNGEI ROAD","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",99
"22080","RCSZ05","KAMPONG GLAM","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",55
"22314","RCSZ09","BENCOOLEN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",619
"22497","RCSZ10","VICTORIA","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",274
"22974","SBSZ03","SEMBAWANG CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5310
"23272","SESZ02","RIVERVALE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1911
"23433","SESZ03","SENGKANG TOWN CENTRE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",6615
"23568","SESZ04","ANCHORVALE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",704
"23714","SESZ05","COMPASSVALE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4110
"23852","SESZ06","FERNVALE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1486
"24294","SGSZ05","LORONG CHUAN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2531
"24473","SGSZ06","SERANGOON CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",16030
"24778","SKSZ02","TURF CLUB","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1191
"25184","SRSZ02","CLARKE QUAY","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",308
"25283","SRSZ03","BOAT QUAY","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",154
"25358","SVSZ01","STRAITS VIEW","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",7
