"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"25590","TMSZ02","TAMPINES EAST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",7388
"25751","TMSZ03","TAMPINES WEST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1124
"25905","TMSZ04","SIMEI","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2315
"26031","TMSZ05","XILIN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",10
"26196","TNSZ01","NASSIM","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",978
"26551","TNSZ04","TYERSALL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3809
"26714","TPSZ01","TOA PAYOH WEST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5365
"26921","TPSZ02","TOA PAYOH CENTRAL","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1592
"27412","TPSZ09","POTONG PASIR","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1190
"27550","TPSZ10","BIDADARI","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2634
"27771","TPSZ12","JOO SENG","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1115
"27904","TSSZ02","TUAS PROMENADE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",367
"28023","TSSZ03","TUAS NORTH","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",221
"28221","WDSZ01","WOODLANDS REGIONAL CENTRE","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",4612
"28409","WDSZ03","WOODLANDS EAST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5249
"28662","WDSZ06","WOODLANDS WEST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",2747
"29327","YSSZ08","KHATIB","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",5555
"29470","YSSZ09","YISHUN WEST","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",8198
"491","AMSZ04","TOWNSVILLE","QTSZ12","KENT RIDGE",11
"586","AMSZ05","SHANGRI-LA","QTSZ12","KENT RIDGE",176
"1753","BDSZ04","BEDOK NORTH","QTSZ12","KENT RIDGE",308
"1910","BDSZ05","FRANKEL","QTSZ12","KENT RIDGE",187
"2067","BDSZ06","BEDOK SOUTH","QTSZ12","KENT RIDGE",44
"2186","BDSZ07","SIGLAP","QTSZ12","KENT RIDGE",77
"2284","BDSZ08","BAYSHORE","QTSZ12","KENT RIDGE",110
"3392","BMSZ01","MARITIME SQUARE","QTSZ12","KENT RIDGE",32549
"3558","BMSZ02","BUKIT MERAH","QTSZ12","KENT RIDGE",14465
"3717","BMSZ03","REDHILL","QTSZ12","KENT RIDGE",11627
"3889","BMSZ04","TIONG BAHRU STATION","QTSZ12","KENT RIDGE",7337
"4076","BMSZ05","SINGAPORE GENERAL HOSPITAL","QTSZ12","KENT RIDGE",66
"4280","BMSZ07","ALEXANDRA HILL","QTSZ12","KENT RIDGE",41657
"4406","BMSZ08","HENDERSON HILL","QTSZ12","KENT RIDGE",4752
"4526","BMSZ09","BUKIT HO SWEE","QTSZ12","KENT RIDGE",3498
"4618","BMSZ10","TIONG BAHRU","QTSZ12","KENT RIDGE",3377
"4718","BMSZ11","KAMPONG TIONG BAHRU","QTSZ12","KENT RIDGE",5808
"4870","BMSZ13","TELOK BLANGAH DRIVE","QTSZ12","KENT RIDGE",1243
"5148","BMSZ16","EVERTON PARK","QTSZ12","KENT RIDGE",1793
"5253","BMSZ17","CITY TERMINALS","QTSZ12","KENT RIDGE",2508
"6374","BSSZ01","UPPER THOMSON","QTSZ12","KENT RIDGE",110
"7211","BTSZ04","ULU PANDAN","QTSZ12","KENT RIDGE",8250
"8973","CLSZ05","WEST COAST","QTSZ12","KENT RIDGE",99
"9112","CLSZ06","CLEMENTI CENTRAL","QTSZ12","KENT RIDGE",286
"9245","CLSZ07","CLEMENTI WOODS","QTSZ12","KENT RIDGE",627
"9448","DTSZ01","BUGIS","QTSZ12","KENT RIDGE",176
"9638","DTSZ02","CITY HALL","QTSZ12","KENT RIDGE",847
"9820","DTSZ03","MARINA CENTRE","QTSZ12","KENT RIDGE",154
"10084","DTSZ06","CLIFFORD PIER","QTSZ12","KENT RIDGE",77
"10228","DTSZ08","CECIL","QTSZ12","KENT RIDGE",286
"10610","DTSZ11","CENTRAL SUBZONE","QTSZ12","KENT RIDGE",825
"10760","DTSZ12","BAYFRONT SUBZONE","QTSZ12","KENT RIDGE",99
"11036","GLSZ02","MACPHERSON","QTSZ12","KENT RIDGE",11
"11418","GLSZ04","ALJUNIED","QTSZ12","KENT RIDGE",1199
"11620","GLSZ05","GEYLANG EAST","QTSZ12","KENT RIDGE",495
"13179","JESZ05","JURONG GATEWAY","QTSZ12","KENT RIDGE",77
"13387","JESZ08","TEBAN GARDENS","QTSZ12","KENT RIDGE",275
"14326","KLSZ02","GEYLANG BAHRU","QTSZ12","KENT RIDGE",44
"14642","KLSZ04","KAMPONG BUGIS","QTSZ12","KENT RIDGE",693
"14780","KLSZ05","TANJONG RHU","QTSZ12","KENT RIDGE",77
"14956","KLSZ06","LAVENDER","QTSZ12","KENT RIDGE",22
"15119","KLSZ07","KAMPONG JAVA","QTSZ12","KENT RIDGE",22
"15466","KLSZ09","CRAWFORD","QTSZ12","KENT RIDGE",979
"15649","MPSZ01","MOUNTBATTEN","QTSZ12","KENT RIDGE",132
"15742","MPSZ02","KATONG","QTSZ12","KENT RIDGE",66
"15852","MPSZ03","MARINE PARADE","QTSZ12","KENT RIDGE",275
"16036","MUSZ01","DHOBY GHAUT","QTSZ12","KENT RIDGE",253
"16315","MUSZ03","BRAS BASAH","QTSZ12","KENT RIDGE",330
"16785","NVSZ01","BALESTIER","QTSZ12","KENT RIDGE",33
"16937","NVSZ02","MOULMEIN","QTSZ12","KENT RIDGE",33
"17668","ORSZ03","SOMERSET","QTSZ12","KENT RIDGE",1375
"18116","OTSZ03","CHINATOWN","QTSZ12","KENT RIDGE",2618
"18252","OTSZ04","CHINA SQUARE","QTSZ12","KENT RIDGE",341
"19773","QTSZ01","GHIM MOH","QTSZ12","KENT RIDGE",24651
"19893","QTSZ02","HOLLAND DRIVE","QTSZ12","KENT RIDGE",8987
"20177","QTSZ04","TANGLIN HALT","QTSZ12","KENT RIDGE",8635
"20679","QTSZ08","ONE NORTH","QTSZ12","KENT RIDGE",171160
"21182","QTSZ12","KENT RIDGE","QTSZ12","KENT RIDGE",185867
"21312","QTSZ13","PASIR PANJANG 1","QTSZ12","KENT RIDGE",6479
"21441","QTSZ14","PASIR PANJANG 2","QTSZ12","KENT RIDGE",5753
"21696","RCSZ01","FARRER PARK","QTSZ12","KENT RIDGE",22
"21775","RCSZ02","LITTLE INDIA","QTSZ12","KENT RIDGE",88
"22081","RCSZ05","KAMPONG GLAM","QTSZ12","KENT RIDGE",473
"22498","RCSZ10","VICTORIA","QTSZ12","KENT RIDGE",297
"22695","RVSZ02","PATERSON","QTSZ12","KENT RIDGE",616
"22747","RVSZ03","LEONIE HILL","QTSZ12","KENT RIDGE",418
"24474","SGSZ06","SERANGOON CENTRAL","QTSZ12","KENT RIDGE",11
"25284","SRSZ03","BOAT QUAY","QTSZ12","KENT RIDGE",374
"26333","TNSZ02","CHATSWORTH","QTSZ12","KENT RIDGE",4851
"26922","TPSZ02","TOA PAYOH CENTRAL","QTSZ12","KENT RIDGE",165
"27772","TPSZ12","JOO SENG","QTSZ12","KENT RIDGE",11
"261","AMSZ02","CHENG SAN","QTSZ13","PASIR PANJANG 1",2011
"980","AMSZ10","YIO CHU KANG","QTSZ13","PASIR PANJANG 1",610
"1282","BDSZ01","KAKI BUKIT","QTSZ13","PASIR PANJANG 1",858
"1427","BDSZ02","BEDOK RESERVOIR","QTSZ13","PASIR PANJANG 1",280
"1577","BDSZ03","KEMBANGAN","QTSZ13","PASIR PANJANG 1",168
"1754","BDSZ04","BEDOK NORTH","QTSZ13","PASIR PANJANG 1",5781
"1911","BDSZ05","FRANKEL","QTSZ13","PASIR PANJANG 1",6303
"2068","BDSZ06","BEDOK SOUTH","QTSZ13","PASIR PANJANG 1",182
"2285","BDSZ08","BAYSHORE","QTSZ13","PASIR PANJANG 1",550
"2417","BKSZ01","GOMBAK","QTSZ13","PASIR PANJANG 1",4627
"2505","BKSZ02","HONG KAH NORTH","QTSZ13","PASIR PANJANG 1",8096
"2684","BKSZ04","GUILIN","QTSZ13","PASIR PANJANG 1",866
"2804","BKSZ05","HILLVIEW","QTSZ13","PASIR PANJANG 1",231
"2978","BKSZ07","BUKIT BATOK CENTRAL","QTSZ13","PASIR PANJANG 1",16051
"3104","BKSZ08","BUKIT BATOK EAST","QTSZ13","PASIR PANJANG 1",2046
"3188","BKSZ09","BUKIT BATOK SOUTH","QTSZ13","PASIR PANJANG 1",4180
"3393","BMSZ01","MARITIME SQUARE","QTSZ13","PASIR PANJANG 1",36608
"3718","BMSZ03","REDHILL","QTSZ13","PASIR PANJANG 1",1406
"3890","BMSZ04","TIONG BAHRU STATION","QTSZ13","PASIR PANJANG 1",847
"4077","BMSZ05","SINGAPORE GENERAL HOSPITAL","QTSZ13","PASIR PANJANG 1",31
"4281","BMSZ07","ALEXANDRA HILL","QTSZ13","PASIR PANJANG 1",5247
"4407","BMSZ08","HENDERSON HILL","QTSZ13","PASIR PANJANG 1",770
"4527","BMSZ09","BUKIT HO SWEE","QTSZ13","PASIR PANJANG 1",2420
"4871","BMSZ13","TELOK BLANGAH DRIVE","QTSZ13","PASIR PANJANG 1",2574
"5149","BMSZ16","EVERTON PARK","QTSZ13","PASIR PANJANG 1",3685
"5254","BMSZ17","CITY TERMINALS","QTSZ13","PASIR PANJANG 1",4312
"5370","BPSZ01","SENJA","QTSZ13","PASIR PANJANG 1",2
"5492","BPSZ02","SAUJANA","QTSZ13","PASIR PANJANG 1",36
"5609","BPSZ03","FAJAR","QTSZ13","PASIR PANJANG 1",14
"5748","BPSZ04","BANGKIT","QTSZ13","PASIR PANJANG 1",4
"5910","BPSZ05","JELEBU","QTSZ13","PASIR PANJANG 1",2480
"6068","BPSZ06","DAIRY FARM","QTSZ13","PASIR PANJANG 1",208
"6214","BPSZ07","NATURE RESERVE","QTSZ13","PASIR PANJANG 1",488
"6375","BSSZ01","UPPER THOMSON","QTSZ13","PASIR PANJANG 1",1656
"6673","BSSZ03","BISHAN EAST","QTSZ13","PASIR PANJANG 1",2941
"6859","BTSZ01","ANAK BUKIT","QTSZ13","PASIR PANJANG 1",370
"7149","BTSZ03","HOLLAND ROAD","QTSZ13","PASIR PANJANG 1",85
"7417","BTSZ06","CORONATION ROAD","QTSZ13","PASIR PANJANG 1",106
"7580","BTSZ07","LEEDON PARK","QTSZ13","PASIR PANJANG 1",929
"7725","BTSZ08","FARRER COURT","QTSZ13","PASIR PANJANG 1",659
"8060","CHSZ03","CHANGI AIRPORT","QTSZ13","PASIR PANJANG 1",65
"8213","CKSZ01","TECK WHYE","QTSZ13","PASIR PANJANG 1",2837
"8394","CKSZ03","CHOA CHU KANG CENTRAL","QTSZ13","PASIR PANJANG 1",8977
"8551","CKSZ06","YEW TEE","QTSZ13","PASIR PANJANG 1",812
"8633","CLSZ01","TOH TUCK","QTSZ13","PASIR PANJANG 1",15730
"8883","CLSZ04","CLEMENTI NORTH","QTSZ13","PASIR PANJANG 1",168497
"8974","CLSZ05","WEST COAST","QTSZ13","PASIR PANJANG 1",5324
"9113","CLSZ06","CLEMENTI CENTRAL","QTSZ13","PASIR PANJANG 1",96360
"9246","CLSZ07","CLEMENTI WOODS","QTSZ13","PASIR PANJANG 1",154803
"9293","CLSZ08","CLEMENTI WEST","QTSZ13","PASIR PANJANG 1",87670
"9449","DTSZ01","BUGIS","QTSZ13","PASIR PANJANG 1",334
"9639","DTSZ02","CITY HALL","QTSZ13","PASIR PANJANG 1",86
"9821","DTSZ03","MARINA CENTRE","QTSZ13","PASIR PANJANG 1",215
"9968","DTSZ05","RAFFLES PLACE","QTSZ13","PASIR PANJANG 1",18
"10085","DTSZ06","CLIFFORD PIER","QTSZ13","PASIR PANJANG 1",264
"10229","DTSZ08","CECIL","QTSZ13","PASIR PANJANG 1",462
"10362","DTSZ09","TANJONG PAGAR","QTSZ13","PASIR PANJANG 1",45
"10611","DTSZ11","CENTRAL SUBZONE","QTSZ13","PASIR PANJANG 1",772
"10761","DTSZ12","BAYFRONT SUBZONE","QTSZ13","PASIR PANJANG 1",46
"11037","GLSZ02","MACPHERSON","QTSZ13","PASIR PANJANG 1",703
"11219","GLSZ03","KAMPONG UBI","QTSZ13","PASIR PANJANG 1",136
"11419","GLSZ04","ALJUNIED","QTSZ13","PASIR PANJANG 1",5117
"11621","GLSZ05","GEYLANG EAST","QTSZ13","PASIR PANJANG 1",6252
"11808","HGSZ01","HOUGANG CENTRAL","QTSZ13","PASIR PANJANG 1",1924
"11935","HGSZ02","KANGKAR","QTSZ13","PASIR PANJANG 1",22
"12347","HGSZ06","KOVAN","QTSZ13","PASIR PANJANG 1",710
"12616","HGSZ09","DEFU INDUSTRIAL PARK","QTSZ13","PASIR PANJANG 1",121
"12808","JESZ02","YUHUA EAST","QTSZ13","PASIR PANJANG 1",2893
"12884","JESZ03","TOH GUAN","QTSZ13","PASIR PANJANG 1",19481
"12996","JESZ04","LAKESIDE","QTSZ13","PASIR PANJANG 1",1034
"13180","JESZ05","JURONG GATEWAY","QTSZ13","PASIR PANJANG 1",18617
"13300","JESZ06","INTERNATIONAL BUSINESS PARK","QTSZ13","PASIR PANJANG 1",528
"13388","JESZ08","TEBAN GARDENS","QTSZ13","PASIR PANJANG 1",54428
"13519","JWSZ02","BOON LAY PLACE","QTSZ13","PASIR PANJANG 1",1540
"13718","JWSZ04","TAMAN JURONG","QTSZ13","PASIR PANJANG 1",17070
"13976","JWSZ09","JURONG WEST CENTRAL","QTSZ13","PASIR PANJANG 1",6489
"14155","KLSZ01","BENDEMEER","QTSZ13","PASIR PANJANG 1",1128
"14327","KLSZ02","GEYLANG BAHRU","QTSZ13","PASIR PANJANG 1",131
"14491","KLSZ03","BOON KENG","QTSZ13","PASIR PANJANG 1",268
"14643","KLSZ04","KAMPONG BUGIS","QTSZ13","PASIR PANJANG 1",22
"14781","KLSZ05","TANJONG RHU","QTSZ13","PASIR PANJANG 1",529
"14957","KLSZ06","LAVENDER","QTSZ13","PASIR PANJANG 1",98
"15120","KLSZ07","KAMPONG JAVA","QTSZ13","PASIR PANJANG 1",5
"15285","KLSZ08","KALLANG BAHRU","QTSZ13","PASIR PANJANG 1",2
"15467","KLSZ09","CRAWFORD","QTSZ13","PASIR PANJANG 1",499
"15650","MPSZ01","MOUNTBATTEN","QTSZ13","PASIR PANJANG 1",5137
"15743","MPSZ02","KATONG","QTSZ13","PASIR PANJANG 1",132
"15853","MPSZ03","MARINE PARADE","QTSZ13","PASIR PANJANG 1",561
"16037","MUSZ01","DHOBY GHAUT","QTSZ13","PASIR PANJANG 1",227
"16148","MUSZ02","FORT CANNING","QTSZ13","PASIR PANJANG 1",429
"16316","MUSZ03","BRAS BASAH","QTSZ13","PASIR PANJANG 1",21
"16585","NTSZ03","NEWTON CIRCUS","QTSZ13","PASIR PANJANG 1",465
"16786","NVSZ01","BALESTIER","QTSZ13","PASIR PANJANG 1",341
"16938","NVSZ02","MOULMEIN","QTSZ13","PASIR PANJANG 1",196
"17475","ORSZ02","BOULEVARD","QTSZ13","PASIR PANJANG 1",172
"17669","ORSZ03","SOMERSET","QTSZ13","PASIR PANJANG 1",358
"17804","OTSZ01","PEARL'S HILL","QTSZ13","PASIR PANJANG 1",869
"17944","OTSZ02","PEOPLE'S PARK","QTSZ13","PASIR PANJANG 1",548
"18117","OTSZ03","CHINATOWN","QTSZ13","PASIR PANJANG 1",1536
"18253","OTSZ04","CHINA SQUARE","QTSZ13","PASIR PANJANG 1",621
"18355","PGSZ01","NORTHSHORE","QTSZ13","PASIR PANJANG 1",6
"18471","PGSZ02","PUNGGOL TOWN CENTRE","QTSZ13","PASIR PANJANG 1",112
"18611","PGSZ03","MATILDA","QTSZ13","PASIR PANJANG 1",1450
"18756","PGSZ04","PUNGGOL FIELD","QTSZ13","PASIR PANJANG 1",632
"18889","PGSZ05","WATERWAY EAST","QTSZ13","PASIR PANJANG 1",577
"19111","PNSZ01","JOO KOON","QTSZ13","PASIR PANJANG 1",79
"19221","PNSZ02","GUL CIRCLE","QTSZ13","PASIR PANJANG 1",8
"19450","PRSZ03","PASIR RIS CENTRAL","QTSZ13","PASIR PANJANG 1",592
"19894","QTSZ02","HOLLAND DRIVE","QTSZ13","PASIR PANJANG 1",3135
"20036","QTSZ03","COMMONWEALTH","QTSZ13","PASIR PANJANG 1",504
"20178","QTSZ04","TANGLIN HALT","QTSZ13","PASIR PANJANG 1",649
"20414","QTSZ06","MEI CHIN","QTSZ13","PASIR PANJANG 1",7199
"20680","QTSZ08","ONE NORTH","QTSZ13","PASIR PANJANG 1",4366
"20846","QTSZ09","SINGAPORE POLYTECHNIC","QTSZ13","PASIR PANJANG 1",65
"20965","QTSZ10","DOVER","QTSZ13","PASIR PANJANG 1",7238
"21092","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","QTSZ13","PASIR PANJANG 1",13273
"21183","QTSZ12","KENT RIDGE","QTSZ13","PASIR PANJANG 1",616
"21313","QTSZ13","PASIR PANJANG 1","QTSZ13","PASIR PANJANG 1",372768
"21442","QTSZ14","PASIR PANJANG 2","QTSZ13","PASIR PANJANG 1",6215
"21555","QTSZ15","PORT","QTSZ13","PASIR PANJANG 1",15916
"21697","RCSZ01","FARRER PARK","QTSZ13","PASIR PANJANG 1",1173
"21881","RCSZ03","SUNGEI ROAD","QTSZ13","PASIR PANJANG 1",123
"22082","RCSZ05","KAMPONG GLAM","QTSZ13","PASIR PANJANG 1",22
"22315","RCSZ09","BENCOOLEN","QTSZ13","PASIR PANJANG 1",66
"22499","RCSZ10","VICTORIA","QTSZ13","PASIR PANJANG 1",72
"22975","SBSZ03","SEMBAWANG CENTRAL","QTSZ13","PASIR PANJANG 1",1637
"23273","SESZ02","RIVERVALE","QTSZ13","PASIR PANJANG 1",556
"23434","SESZ03","SENGKANG TOWN CENTRE","QTSZ13","PASIR PANJANG 1",2081
"23569","SESZ04","ANCHORVALE","QTSZ13","PASIR PANJANG 1",146
"23715","SESZ05","COMPASSVALE","QTSZ13","PASIR PANJANG 1",1334
"23853","SESZ06","FERNVALE","QTSZ13","PASIR PANJANG 1",421
"24295","SGSZ05","LORONG CHUAN","QTSZ13","PASIR PANJANG 1",790
"24475","SGSZ06","SERANGOON CENTRAL","QTSZ13","PASIR PANJANG 1",3841
"24779","SKSZ02","TURF CLUB","QTSZ13","PASIR PANJANG 1",423
"25040","SRSZ01","ROBERTSON QUAY","QTSZ13","PASIR PANJANG 1",110
"25185","SRSZ02","CLARKE QUAY","QTSZ13","PASIR PANJANG 1",558
"25359","SVSZ01","STRAITS VIEW","QTSZ13","PASIR PANJANG 1",2
"25591","TMSZ02","TAMPINES EAST","QTSZ13","PASIR PANJANG 1",1818
"25752","TMSZ03","TAMPINES WEST","QTSZ13","PASIR PANJANG 1",326
"25906","TMSZ04","SIMEI","QTSZ13","PASIR PANJANG 1",442
"26032","TMSZ05","XILIN","QTSZ13","PASIR PANJANG 1",2
"26197","TNSZ01","NASSIM","QTSZ13","PASIR PANJANG 1",194
"26552","TNSZ04","TYERSALL","QTSZ13","PASIR PANJANG 1",717
"26715","TPSZ01","TOA PAYOH WEST","QTSZ13","PASIR PANJANG 1",1925
"26923","TPSZ02","TOA PAYOH CENTRAL","QTSZ13","PASIR PANJANG 1",752
"27413","TPSZ09","POTONG PASIR","QTSZ13","PASIR PANJANG 1",421
"27551","TPSZ10","BIDADARI","QTSZ13","PASIR PANJANG 1",586
"27773","TPSZ12","JOO SENG","QTSZ13","PASIR PANJANG 1",361
"27905","TSSZ02","TUAS PROMENADE","QTSZ13","PASIR PANJANG 1",26
"28024","TSSZ03","TUAS NORTH","QTSZ13","PASIR PANJANG 1",7
"28222","WDSZ01","WOODLANDS REGIONAL CENTRE","QTSZ13","PASIR PANJANG 1",683
"28410","WDSZ03","WOODLANDS EAST","QTSZ13","PASIR PANJANG 1",1241
"28663","WDSZ06","WOODLANDS WEST","QTSZ13","PASIR PANJANG 1",538
"29328","YSSZ08","KHATIB","QTSZ13","PASIR PANJANG 1",1675
"29471","YSSZ09","YISHUN WEST","QTSZ13","PASIR PANJANG 1",2445
"114","AMSZ01","ANG MO KIO TOWN CENTRE","QTSZ14","PASIR PANJANG 2",275
"492","AMSZ04","TOWNSVILLE","QTSZ14","PASIR PANJANG 2",264
"587","AMSZ05","SHANGRI-LA","QTSZ14","PASIR PANJANG 2",319
"2418","BKSZ01","GOMBAK","QTSZ14","PASIR PANJANG 2",1617
"2506","BKSZ02","HONG KAH NORTH","QTSZ14","PASIR PANJANG 2",12243
"2685","BKSZ04","GUILIN","QTSZ14","PASIR PANJANG 2",506
"2805","BKSZ05","HILLVIEW","QTSZ14","PASIR PANJANG 2",396
"2979","BKSZ07","BUKIT BATOK CENTRAL","QTSZ14","PASIR PANJANG 2",19701
"3105","BKSZ08","BUKIT BATOK EAST","QTSZ14","PASIR PANJANG 2",2695
"3189","BKSZ09","BUKIT BATOK SOUTH","QTSZ14","PASIR PANJANG 2",4840
"3394","BMSZ01","MARITIME SQUARE","QTSZ14","PASIR PANJANG 2",319187
"3719","BMSZ03","REDHILL","QTSZ14","PASIR PANJANG 2",55
"4408","BMSZ08","HENDERSON HILL","QTSZ14","PASIR PANJANG 2",22
"4719","BMSZ11","KAMPONG TIONG BAHRU","QTSZ14","PASIR PANJANG 2",77
"4872","BMSZ13","TELOK BLANGAH DRIVE","QTSZ14","PASIR PANJANG 2",29788
"5150","BMSZ16","EVERTON PARK","QTSZ14","PASIR PANJANG 2",11748
"5255","BMSZ17","CITY TERMINALS","QTSZ14","PASIR PANJANG 2",16203
"5911","BPSZ05","JELEBU","QTSZ14","PASIR PANJANG 2",2398
"6069","BPSZ06","DAIRY FARM","QTSZ14","PASIR PANJANG 2",11
"6376","BSSZ01","UPPER THOMSON","QTSZ14","PASIR PANJANG 2",132
"6674","BSSZ03","BISHAN EAST","QTSZ14","PASIR PANJANG 2",572
"8214","CKSZ01","TECK WHYE","QTSZ14","PASIR PANJANG 2",3300
"8395","CKSZ03","CHOA CHU KANG CENTRAL","QTSZ14","PASIR PANJANG 2",10461
"8634","CLSZ01","TOH TUCK","QTSZ14","PASIR PANJANG 2",649
"8884","CLSZ04","CLEMENTI NORTH","QTSZ14","PASIR PANJANG 2",4169
"8975","CLSZ05","WEST COAST","QTSZ14","PASIR PANJANG 2",5247
"9114","CLSZ06","CLEMENTI CENTRAL","QTSZ14","PASIR PANJANG 2",53141
"9247","CLSZ07","CLEMENTI WOODS","QTSZ14","PASIR PANJANG 2",45815
"9294","CLSZ08","CLEMENTI WEST","QTSZ14","PASIR PANJANG 2",34287
"9450","DTSZ01","BUGIS","QTSZ14","PASIR PANJANG 2",660
"9640","DTSZ02","CITY HALL","QTSZ14","PASIR PANJANG 2",3707
"9822","DTSZ03","MARINA CENTRE","QTSZ14","PASIR PANJANG 2",1353
"10086","DTSZ06","CLIFFORD PIER","QTSZ14","PASIR PANJANG 2",3267
"10230","DTSZ08","CECIL","QTSZ14","PASIR PANJANG 2",5390
"10612","DTSZ11","CENTRAL SUBZONE","QTSZ14","PASIR PANJANG 2",11781
"10762","DTSZ12","BAYFRONT SUBZONE","QTSZ14","PASIR PANJANG 2",308
"10879","GLSZ01","KALLANG WAY","QTSZ14","PASIR PANJANG 2",396
"11038","GLSZ02","MACPHERSON","QTSZ14","PASIR PANJANG 2",1001
"11220","GLSZ03","KAMPONG UBI","QTSZ14","PASIR PANJANG 2",33
"11420","GLSZ04","ALJUNIED","QTSZ14","PASIR PANJANG 2",8118
"12885","JESZ03","TOH GUAN","QTSZ14","PASIR PANJANG 2",38720
"12997","JESZ04","LAKESIDE","QTSZ14","PASIR PANJANG 2",5665
"13181","JESZ05","JURONG GATEWAY","QTSZ14","PASIR PANJANG 2",12485
"13301","JESZ06","INTERNATIONAL BUSINESS PARK","QTSZ14","PASIR PANJANG 2",825
"13389","JESZ08","TEBAN GARDENS","QTSZ14","PASIR PANJANG 2",36575
"13520","JWSZ02","BOON LAY PLACE","QTSZ14","PASIR PANJANG 2",1628
"13719","JWSZ04","TAMAN JURONG","QTSZ14","PASIR PANJANG 2",15939
"13977","JWSZ09","JURONG WEST CENTRAL","QTSZ14","PASIR PANJANG 2",3564
"14328","KLSZ02","GEYLANG BAHRU","QTSZ14","PASIR PANJANG 2",1551
"14644","KLSZ04","KAMPONG BUGIS","QTSZ14","PASIR PANJANG 2",1518
"15121","KLSZ07","KAMPONG JAVA","QTSZ14","PASIR PANJANG 2",495
"15286","KLSZ08","KALLANG BAHRU","QTSZ14","PASIR PANJANG 2",418
"15468","KLSZ09","CRAWFORD","QTSZ14","PASIR PANJANG 2",3916
"16317","MUSZ03","BRAS BASAH","QTSZ14","PASIR PANJANG 2",594
"16787","NVSZ01","BALESTIER","QTSZ14","PASIR PANJANG 2",605
"16939","NVSZ02","MOULMEIN","QTSZ14","PASIR PANJANG 2",946
"18118","OTSZ03","CHINATOWN","QTSZ14","PASIR PANJANG 2",4147
"18254","OTSZ04","CHINA SQUARE","QTSZ14","PASIR PANJANG 2",517
"19895","QTSZ02","HOLLAND DRIVE","QTSZ14","PASIR PANJANG 2",176
"20179","QTSZ04","TANGLIN HALT","QTSZ14","PASIR PANJANG 2",198
"20681","QTSZ08","ONE NORTH","QTSZ14","PASIR PANJANG 2",1804
"21093","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","QTSZ14","PASIR PANJANG 2",1804
"21184","QTSZ12","KENT RIDGE","QTSZ14","PASIR PANJANG 2",902
"21314","QTSZ13","PASIR PANJANG 1","QTSZ14","PASIR PANJANG 2",113817
"21443","QTSZ14","PASIR PANJANG 2","QTSZ14","PASIR PANJANG 2",129965
"21698","RCSZ01","FARRER PARK","QTSZ14","PASIR PANJANG 2",242
"21776","RCSZ02","LITTLE INDIA","QTSZ14","PASIR PANJANG 2",616
"21991","RCSZ04","ROCHOR CANAL","QTSZ14","PASIR PANJANG 2",154
"22083","RCSZ05","KAMPONG GLAM","QTSZ14","PASIR PANJANG 2",572
"22500","RCSZ10","VICTORIA","QTSZ14","PASIR PANJANG 2",1551
"24476","SGSZ06","SERANGOON CENTRAL","QTSZ14","PASIR PANJANG 2",286
"24601","SGSZ07","UPPER PAYA LEBAR","QTSZ14","PASIR PANJANG 2",11
"25285","SRSZ03","BOAT QUAY","QTSZ14","PASIR PANJANG 2",473
"26716","TPSZ01","TOA PAYOH WEST","QTSZ14","PASIR PANJANG 2",22
"26924","TPSZ02","TOA PAYOH CENTRAL","QTSZ14","PASIR PANJANG 2",495
"27184","TPSZ05","LORONG 8 TOA PAYOH","QTSZ14","PASIR PANJANG 2",143
"27217","TPSZ06","PEI CHUN","QTSZ14","PASIR PANJANG 2",165
"27263","TPSZ07","KIM KEAT","QTSZ14","PASIR PANJANG 2",242
"27552","TPSZ10","BIDADARI","QTSZ14","PASIR PANJANG 2",22
"27774","TPSZ12","JOO SENG","QTSZ14","PASIR PANJANG 2",1001
"262","AMSZ02","CHENG SAN","QTSZ15","PORT",1391
"981","AMSZ10","YIO CHU KANG","QTSZ15","PORT",695
"1283","BDSZ01","KAKI BUKIT","QTSZ15","PORT",725
"1428","BDSZ02","BEDOK RESERVOIR","QTSZ15","PORT",273
"1578","BDSZ03","KEMBANGAN","QTSZ15","PORT",114
"1755","BDSZ04","BEDOK NORTH","QTSZ15","PORT",17147
